policy_id,fraud
681822,0.13983096075996057
301288,0.535102774533321
212001,0.11823847750983855
797680,0.1247735922093135
789334,0.11810071647753953
275166,0.1254883658299321
753093,0.10455735052527233
464667,0.11532647139871954
663141,0.10698105050791643
248351,0.10500727789981841
778894,0.13218268095904837
644825,0.12697376262970228
770514,0.5662806552973928
484325,0.13435647330366648
925974,0.10277617155295357
152491,0.6598966378758437
511885,0.1359444755678507
782820,0.1258499408619141
389475,0.5585824277125184
686772,0.11759090860384377
940840,0.11178030013748433
621475,0.13690789255110755
208514,0.5942613423789542
928992,0.1203191900922895
401273,0.14654187472042918
926123,0.49381658031659026
430800,0.13632664753964746
823727,0.11748753298627615
217473,0.5564734414066994
205749,0.09301988634588587
512081,0.5578470887939211
961804,0.11452618196964451
839604,0.5944955061657227
610885,0.12063976571944898
112834,0.11956677884510063
426251,0.13492304879258368
202252,0.6628085581514644
616367,0.09502316800460166
770951,0.13988174206574602
291826,0.1286567107260544
133119,0.6673573461425824
127997,0.12723277895044285
637024,0.12040545829230442
462878,0.10521002286784557
327212,0.14195415333345004
411477,0.13205254440466904
162576,0.13639389109653197
140990,0.10775703067861278
148183,0.580267034797605
636682,0.11152352957302661
654998,0.1355704196377567
388619,0.11375763806986446
250047,0.09387152894591755
293050,0.461349071002199
492128,0.5856719327235234
500255,0.12856309506573074
179293,0.11578358747947973
466711,0.571102917504387
344847,0.10868686571216371
666233,0.6344007039123942
775687,0.11299186370916267
591378,0.1351119179125696
220783,0.14047593713234974
289448,0.637629728826451
605127,0.1051471096305574
439694,0.12802389682812004
441937,0.40772044837318616
782283,0.6201989058856405
678710,0.11176732713724158
609317,0.12376123334674383
728836,0.14015868670554155
957002,0.1420363069813524
684323,0.66283067146668
391330,0.46524390363650203
985533,0.1008767700805474
333029,0.09717870913696267
968702,0.11825477349872501
654142,0.09801525792588431
707117,0.6298100086414291
780020,0.09525678018786209
661375,0.11444427083795242
156253,0.10095922005342994
606310,0.6012529857030049
381244,0.13041069327372726
921868,0.10472970326617433
664606,0.1076573895565884
841122,0.12408991111435634
259695,0.1278179434667957
807162,0.1275090058762186
155724,0.558991992102213
682848,0.0974473165875831
511789,0.5302432867585029
378599,0.650003677918012
897134,0.14075532092666104
796642,0.09025042820973825
543155,0.11213353455488603
231021,0.13255446523355485
902777,0.10859032304746137
233983,0.5970370383585372
1017754,0.11616763184192683
754547,0.1466206822541977
925210,0.7043950890382615
168764,0.11080510256794458
856942,0.13363486717942236
682012,0.11148819128764473
299311,0.5138036129781968
647869,0.5736249128386157
533140,0.5667461858271834
649079,0.14465494220770286
422274,0.1176519164186998
929971,0.14253805559924762
520537,0.12772620235857302
776572,0.12404900950104165
222510,0.10905248361196382
172749,0.1168870304324611
738704,0.5067175778898683
477761,0.44193002101192824
161790,0.1081607599664762
863960,0.6331029003751809
313286,0.10424460137517269
541979,0.13042227879813023
556332,0.1401255693815015
179713,0.629909945080863
645921,0.5212616846003293
849384,0.14994436993921983
614512,0.5372836540587653
807157,0.13390137400505836
877608,0.10675913061721212
594059,0.44988015253671143
895903,0.11804798642031455
698071,0.1121991293673625
413489,0.534902674574477
171987,0.13155370805906413
966581,0.1103406474340071
841397,0.11687863388816747
217809,0.11043747684384853
554565,0.10338556900128974
534103,0.6162365930215912
716202,0.6137241719364092
447728,0.13072941499866594
675298,0.13431457613852466
111626,0.11679084909458906
645695,0.5817491488709625
223240,0.14837743147731935
578621,0.4807053177902386
345467,0.6824133467557775
279404,0.10641796904098735
287471,0.1142535575986624
730486,0.1317300151948062
571165,0.1274175067773236
576836,0.11861932762335195
764272,0.4007628882136792
445527,0.725225577985942
900497,0.5756203367156907
564461,0.0901357919259696
506524,0.12610637313043555
903330,0.5976510324819413
597895,0.12316882625040018
536923,0.14441054267401612
149034,0.127032635569872
148435,0.49553041897571887
939743,0.12401259789985955
477621,0.6587542895870123
444707,0.6286884891607933
966152,0.6780521574559203
663539,0.6627705069634587
603174,0.10841094231771724
156546,0.09994625420323362
658586,0.686560538541846
250832,0.11272301941668175
412094,0.10471364857188518
965632,0.16637420511555587
296010,0.630930071267204
821594,0.6076854077689637
320404,0.11840217017350078
467978,0.5668247549312107
842518,0.11971143876525366
780286,0.14454621785250646
415298,0.13694796449719154
342144,0.1115462700341393
395587,0.10851187859089899
431471,0.11404165491987688
273703,0.09501454647132426
346072,0.11680486264535728
577233,0.09555597765384902
367987,0.523212631790544
480869,0.12658983477917837
232367,0.6642908680005525
181642,0.12963338413564934
185870,0.14769608180082167
492891,0.11447459549130637
339043,0.12361071541536324
788031,0.11701409428589613
908334,0.6297501306758228
247446,0.6405782819384324
487169,0.10598453847071072
916113,0.11930198413373305
973109,0.14887375530543
374580,0.13549486793874593
377829,0.6809352298912433
973873,0.10971502353141589
400899,0.135878770177558
183643,0.5466950527391515
316802,0.14497761908951623
282972,0.13928464681825453
913765,0.12979673804328837
693457,0.12326770669096701
980023,0.12465996981641767
846995,0.1675933849490664
688362,0.11191079556709813
250951,0.12656305107203167
882850,0.12206486464439441
838173,0.08727268943735
480884,0.11207236906111817
788520,0.5828825796813543
206851,0.11308344633646657
434086,0.49254961504912
284278,0.12485657495622837
477670,0.10878752354355925
857489,0.608645064566343
346339,0.13967926132349767
243912,0.14910130624352363
109865,0.12207102009753652
628167,0.12056444922733597
536920,0.1608317581916981
912686,0.5738795503596081
901268,0.11683271753093827
424208,0.1331202641706835
261905,0.5409685656361962
563720,0.1484173769106099
360692,0.11866007820619488
206541,0.1164893001995235
468086,0.09857914948245024
392780,0.10361521970464689
176442,0.6448354312653575
388910,0.5315432298057532
687698,0.11070678217305292
463863,0.12847652502497103
479010,0.13002808724176346
166116,0.09488195100503047
949955,0.43431503219278955
180644,0.12663179673519007
135236,0.1147253116165651
754567,0.13964364942597116
430975,0.09632456309683347
841315,0.457566982890347
639847,0.11673738872772084
866870,0.12358956264911694
804517,0.1301837528524896
274001,0.11444285833528067
482029,0.5149134999139166
431478,0.5230109061349764
276348,0.5705817734329839
546758,0.11685986233365375
693415,0.10453897499481261
235652,0.13492359642809315
529472,0.5452917714703458
676552,0.11331061561685499
437582,0.5622611091898122
831513,0.13899163004346568
493446,0.7190042888426426
593332,0.13128555426519325
428847,0.49741797361843726
758626,0.09455439238241098
942162,0.13148672247704446
830611,0.12549495998746787
606210,0.11710174385522965
502360,0.15619057716423496
438012,0.1327776786329397
268884,0.12288496437279599
693669,0.7194156325434684
978322,0.14283992139423426
404869,0.12020285331127674
628477,0.4255393186577165
225347,0.5959559854089503
457928,0.13142417728819658
1023865,0.10638847234888468
351416,0.1391521806525814
441909,0.5394655966176852
117633,0.11509677116402059
887070,0.12229185473412998
299199,0.11693149758224966
174690,0.12252110023215694
815400,0.6847009197041769
265475,0.6184752823691998
665842,0.10846714437107707
889820,0.5485683980069649
353959,0.1430396208097277
811880,0.5515124022829264
573188,0.40702467098464723
870334,0.1331535117668181
500418,0.654666342341468
186478,0.5873909224798141
150112,0.10142415303174693
936492,0.5964926260933593
663065,0.097242601991655
283767,0.1183203028931716
325099,0.11007466735853869
465673,0.12569354742955868
913900,0.1446842345967599
