商品id,时间,总销量,浏览量,抖音转化率,视频个数,直播个数,直播销量,视频销量,视频达人,直播达人
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-08 16:00:00,157,0,0.0,0,8,157,0,0,7
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-09 16:00:00,144,0,0.0,0,17,144,0,0,13
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-10 16:00:00,132,0,0.0,0,15,132,0,0,11
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-11 16:00:00,181,0,0.0,0,15,181,0,0,12
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-12 16:00:00,285,0,0.0,0,15,285,0,0,12
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-13 16:00:00,218,0,0.0,0,16,218,0,0,12
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-14 16:00:00,139,0,0.0,0,16,139,0,0,13
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-15 16:00:00,166,0,0.0,0,14,166,0,0,10
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-16 16:00:00,250,0,0.0,0,16,250,0,0,12
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-17 16:00:00,276,0,0.0,1,13,276,0,0,9
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-18 16:00:00,125,0,0.0,0,10,125,0,0,9
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-19 16:00:00,139,0,0.0,1,19,139,0,0,12
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-20 16:00:00,81,0,0.0,0,13,81,0,0,11
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-21 16:00:00,128,0,0.0,0,18,128,0,0,13
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-22 16:00:00,76,0,0.0,0,14,68,8,0,11
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-23 16:00:00,104,0,0.0,2,16,104,0,0,14
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-24 16:00:00,128,0,0.0,0,9,128,0,0,6
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-25 16:00:00,110,0,0.0,0,11,110,0,0,8
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-26 16:00:00,162,0,0.0,0,11,162,0,0,9
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-27 16:00:00,83,0,0.0,0,18,83,0,0,10
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-28 16:00:00,154,0,0.0,0,14,154,0,0,11
重庆牛油火锅底料家庭装500g麻辣烫串串重庆四川特产调味料,2021-07-29 16:00:00,126,0,0.0,0,10,126,0,0,8
