商品id,时间,总销量,浏览量,抖音转化率,视频个数,直播个数,直播销量,视频销量,视频达人,直播达人
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-08 16:00:00,103,1404,0.07336182336182336,0,1,103,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-09 16:00:00,1,22,0.045454545454545456,0,0,0,1,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-10 16:00:00,2,21,0.09523809523809523,0,0,0,2,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-11 16:00:00,78,0,0.0,0,1,78,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-12 16:00:00,80,1455,0.054982817869415807,1,1,80,0,1,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-13 16:00:00,34,667,0.05097451274362818,0,1,34,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-14 16:00:00,52,792,0.06565656565656566,0,2,52,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-15 16:00:00,57,0,0.0,0,1,57,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-16 16:00:00,0,0,0.0,0,0,0,0,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-17 16:00:00,2,0,0.0,0,0,0,2,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-18 16:00:00,94,0,0.0,0,2,94,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-19 16:00:00,76,0,0.0,0,1,76,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-20 16:00:00,79,0,0.0,1,1,79,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-21 16:00:00,30,0,0.0,0,1,30,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-22 16:00:00,81,0,0.0,0,1,81,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-23 16:00:00,1,15,0.06666666666666668,0,0,0,1,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-24 16:00:00,0,7,0.0,0,0,0,0,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-25 16:00:00,202,0,0.0,0,1,202,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-26 16:00:00,158,0,0.0,0,2,158,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-27 16:00:00,73,0,0.0,0,2,73,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-28 16:00:00,65,0,0.0,0,2,65,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-29 16:00:00,33,0,0.0,0,1,27,6,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-30 16:00:00,1,0,0.0,0,0,0,1,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-07-31 16:00:00,0,0,0.0,0,0,0,0,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-01 16:00:00,215,2105,0.1021377672209026,0,3,215,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-02 16:00:00,97,0,0.0,0,2,97,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-03 16:00:00,60,0,0.0,0,2,60,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-04 16:00:00,50,0,0.0,0,2,50,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-05 16:00:00,44,677,0.06499261447562776,1,1,44,0,1,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-06 16:00:00,0,0,0.0,0,0,0,0,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-07 16:00:00,6,0,0.0,0,1,6,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-08 16:00:00,99,0,0.0,0,2,99,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-09 16:00:00,68,1232,0.055194805194805185,0,2,68,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-10 16:00:00,52,0,0.0,0,2,52,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-11 16:00:00,83,0,0.0,0,2,83,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-12 16:00:00,41,0,0.0,0,1,41,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-13 16:00:00,1,4,0.25,0,0,0,1,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-14 16:00:00,159,895,0.1776536312849162,0,1,159,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-15 16:00:00,141,1064,0.1325187969924812,0,3,141,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-16 16:00:00,70,1673,0.04184100418410042,0,2,70,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-17 16:00:00,51,0,0.0,0,2,51,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-18 16:00:00,37,0,0.0,0,2,37,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-19 16:00:00,24,0,0.0,0,1,24,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-20 16:00:00,19,420,0.04523809523809524,0,1,19,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-21 16:00:00,31,604,0.051324503311258284,0,2,31,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-22 16:00:00,42,0,0.0,0,1,42,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-23 16:00:00,72,0,0.0,0,3,72,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-24 16:00:00,39,779,0.050064184852374835,0,4,39,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-25 16:00:00,33,478,0.06903765690376569,0,2,32,1,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-26 16:00:00,20,0,0.0,0,1,20,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-27 16:00:00,20,0,0.0,0,1,20,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-28 16:00:00,58,0,0.0,0,1,58,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-29 16:00:00,94,1761,0.05337876206700738,0,1,94,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-30 16:00:00,52,712,0.07303370786516854,0,2,52,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-08-31 16:00:00,12,410,0.02926829268292683,0,2,12,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-09-01 16:00:00,31,377,0.08222811671087532,0,2,31,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-09-02 16:00:00,13,0,0.0,0,2,13,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-09-03 16:00:00,0,15,0.0,0,0,0,0,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-09-04 16:00:00,1,19,0.05263157894736842,0,0,0,1,0,0
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-09-05 16:00:00,8,0,0.0,0,2,8,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-09-06 16:00:00,14,0,0.0,0,2,14,0,0,1
展艺大号葡式蛋挞皮51个+蛋挞液500g*2盒套装【展艺自播宠粉,2021-09-07 16:00:00,11,336,0.03273809523809524,0,2,11,0,0,1
