商品id,时间,总销量,浏览量,抖音转化率,视频个数,直播个数,直播销量,视频销量,视频达人,直播达人
贵州大方六龙手撕豆干100片包邮,2021-07-08 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-09 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-10 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-11 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-12 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-13 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-14 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-15 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-16 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-17 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-18 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-19 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-20 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-21 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-22 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-23 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-24 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-25 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-26 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-27 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-28 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-29 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-30 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-07-31 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-08-01 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-08-02 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-08-03 16:00:00,0,0,0.0,0,0,0,0,0,0
贵州大方六龙手撕豆干100片包邮,2021-08-04 16:00:00,21,0,0.0,1,2,21,0,0,2
贵州大方六龙手撕豆干100片包邮,2021-08-05 16:00:00,23,173,0.1329479768786127,1,3,23,0,3,2
贵州大方六龙手撕豆干100片包邮,2021-08-06 16:00:00,13,0,0.0,2,5,13,0,0,3
贵州大方六龙手撕豆干100片包邮,2021-08-07 16:00:00,11,121,0.09090909090909093,1,5,11,0,1,3
贵州大方六龙手撕豆干100片包邮,2021-08-08 16:00:00,22,172,0.12790697674418605,1,6,20,2,1,4
贵州大方六龙手撕豆干100片包邮,2021-08-09 16:00:00,39,462,0.08441558441558443,2,5,39,0,2,3
贵州大方六龙手撕豆干100片包邮,2021-08-10 16:00:00,28,299,0.09364548494983277,0,5,25,3,1,3
贵州大方六龙手撕豆干100片包邮,2021-08-11 16:00:00,38,317,0.11987381703470032,1,6,22,16,1,4
贵州大方六龙手撕豆干100片包邮,2021-08-12 16:00:00,94,0,0.0,1,7,94,0,0,4
贵州大方六龙手撕豆干100片包邮,2021-08-13 16:00:00,113,221,0.5113122171945701,0,5,50,63,0,3
贵州大方六龙手撕豆干100片包邮,2021-08-14 16:00:00,66,176,0.375,1,6,60,6,1,4
贵州大方六龙手撕豆干100片包邮,2021-08-15 16:00:00,38,213,0.1784037558685446,1,5,12,26,1,4
贵州大方六龙手撕豆干100片包邮,2021-08-16 16:00:00,99,721,0.13730929264909847,1,7,99,0,2,4
贵州大方六龙手撕豆干100片包邮,2021-08-17 16:00:00,119,684,0.1739766081871345,2,6,119,0,2,4
贵州大方六龙手撕豆干100片包邮,2021-08-18 16:00:00,166,0,0.0,2,4,111,55,0,3
贵州大方六龙手撕豆干100片包邮,2021-08-19 16:00:00,108,0,0.0,1,5,98,10,0,3
贵州大方六龙手撕豆干100片包邮,2021-08-20 16:00:00,198,0,0.0,2,6,198,0,0,4
贵州大方六龙手撕豆干100片包邮,2021-08-21 16:00:00,169,0,0.0,3,5,149,20,0,3
贵州大方六龙手撕豆干100片包邮,2021-08-22 16:00:00,144,1127,0.12777284826974267,1,4,144,0,1,3
贵州大方六龙手撕豆干100片包邮,2021-08-23 16:00:00,321,2084,0.15403071017274472,3,5,321,0,4,4
贵州大方六龙手撕豆干100片包邮,2021-08-24 16:00:00,296,2091,0.14155906264945006,2,4,289,7,2,3
贵州大方六龙手撕豆干100片包邮,2021-08-25 16:00:00,479,0,0.0,1,4,479,0,0,4
贵州大方六龙手撕豆干100片包邮,2021-08-26 16:00:00,38,0,0.0,1,3,0,38,0,3
贵州大方六龙手撕豆干100片包邮,2021-08-27 16:00:00,510,0,0.0,0,4,510,0,0,4
贵州大方六龙手撕豆干100片包邮,2021-08-28 16:00:00,151,0,0.0,0,3,74,77,0,3
贵州大方六龙手撕豆干100片包邮,2021-08-29 16:00:00,393,0,0.0,1,6,393,0,0,4
贵州大方六龙手撕豆干100片包邮,2021-08-30 16:00:00,319,2711,0.11766875691626705,1,6,202,117,1,4
贵州大方六龙手撕豆干100片包邮,2021-08-31 16:00:00,0,508,0.0,0,4,0,0,1,2
贵州大方六龙手撕豆干100片包邮,2021-09-01 16:00:00,159,907,0.175303197353914,1,7,159,0,1,3
贵州大方六龙手撕豆干100片包邮,2021-09-02 16:00:00,116,0,0.0,1,7,116,0,0,4
贵州大方六龙手撕豆干100片包邮,2021-09-03 16:00:00,161,0,0.0,2,7,161,0,0,4
贵州大方六龙手撕豆干100片包邮,2021-09-04 16:00:00,55,0,0.0,0,4,55,0,0,3
贵州大方六龙手撕豆干100片包邮,2021-09-05 16:00:00,195,0,0.0,1,6,195,0,0,4
贵州大方六龙手撕豆干100片包邮,2021-09-06 16:00:00,116,0,0.0,2,3,116,0,0,3
贵州大方六龙手撕豆干100片包邮,2021-09-07 16:00:00,291,0,0.0,0,5,291,0,0,4
贵州大方六龙手撕豆干100片包邮,2021-09-08 16:00:00,234,0,0.0,2,5,234,0,0,4
贵州大方六龙手撕豆干100片包邮,2021-09-09 16:00:00,157,1055,0.14881516587677726,1,5,88,69,2,4
贵州大方六龙手撕豆干100片包邮,2021-09-10 16:00:00,76,0,0.0,1,4,76,0,0,3
贵州大方六龙手撕豆干100片包邮,2021-09-11 16:00:00,142,607,0.2339373970345964,3,3,134,8,3,2
贵州大方六龙手撕豆干100片包邮,2021-09-12 16:00:00,320,0,0.0,2,4,320,0,0,3
贵州大方六龙手撕豆干100片包邮,2021-09-13 16:00:00,210,0,0.0,3,4,93,117,0,4
贵州大方六龙手撕豆干100片包邮,2021-09-14 16:00:00,169,0,0.0,3,5,126,43,0,4
贵州大方六龙手撕豆干100片包邮,2021-09-15 16:00:00,356,0,0.0,4,7,311,45,0,4
贵州大方六龙手撕豆干100片包邮,2021-09-16 16:00:00,579,0,0.0,3,6,204,375,0,3
贵州大方六龙手撕豆干100片包邮,2021-09-17 16:00:00,468,3063,0.15279138099902054,3,6,236,232,3,3
贵州大方六龙手撕豆干100片包邮,2021-09-18 16:00:00,450,3396,0.13250883392226148,1,8,219,231,3,4
贵州大方六龙手撕豆干100片包邮,2021-09-19 16:00:00,239,0,0.0,2,4,81,158,0,3
贵州大方六龙手撕豆干100片包邮,2021-09-20 16:00:00,66,383,0.17232375979112272,3,3,16,50,3,2
贵州大方六龙手撕豆干100片包邮,2021-09-21 16:00:00,94,404,0.2326732673267327,3,5,56,38,4,3
贵州大方六龙手撕豆干100片包邮,2021-09-22 16:00:00,103,648,0.15895061728395066,2,7,55,48,3,3
贵州大方六龙手撕豆干100片包邮,2021-09-23 16:00:00,67,403,0.1662531017369727,1,3,36,31,4,3
贵州大方六龙手撕豆干100片包邮,2021-09-24 16:00:00,94,476,0.19747899159663865,3,6,33,61,5,3
贵州大方六龙手撕豆干100片包邮,2021-09-25 16:00:00,311,1671,0.18611609814482347,4,5,125,186,5,4
贵州大方六龙手撕豆干100片包邮,2021-09-26 16:00:00,283,1594,0.17754077791718947,4,5,83,200,3,3
贵州大方六龙手撕豆干100片包邮,2021-09-27 16:00:00,738,7875,0.09371428571428572,4,5,258,480,3,3
贵州大方六龙手撕豆干100片包邮,2021-09-28 16:00:00,116,816,0.14215686274509806,1,4,72,44,4,3
贵州大方六龙手撕豆干100片包邮,2021-09-29 16:00:00,124,0,0.0,3,3,46,78,0,3
贵州大方六龙手撕豆干100片包邮,2021-09-30 16:00:00,159,969,0.16408668730650156,4,3,69,90,3,3
贵州大方六龙手撕豆干100片包邮,2021-10-01 16:00:00,85,582,0.14604810996563575,1,0,0,85,2,0
贵州大方六龙手撕豆干100片包邮,2021-10-02 16:00:00,118,657,0.1796042617960426,3,5,67,51,3,3
贵州大方六龙手撕豆干100片包邮,2021-10-03 16:00:00,174,1151,0.15117289313640314,3,4,174,0,5,4
贵州大方六龙手撕豆干100片包邮,2021-10-04 16:00:00,238,1281,0.185792349726776,1,3,158,80,3,3
贵州大方六龙手撕豆干100片包邮,2021-10-05 16:00:00,259,1393,0.18592964824120606,3,3,181,78,3,3
贵州大方六龙手撕豆干100片包邮,2021-10-06 16:00:00,288,1671,0.17235188509874327,3,4,245,43,3,3
贵州大方六龙手撕豆干100片包邮,2021-10-07 16:00:00,398,2193,0.18148654810761514,2,4,262,136,5,4
贵州大方六龙手撕豆干100片包邮,2021-10-08 16:00:00,295,2478,0.11904761904761905,2,3,169,126,4,3
贵州大方六龙手撕豆干100片包邮,2021-10-09 16:00:00,438,3753,0.1167066346922462,2,4,293,145,3,3
贵州大方六龙手撕豆干100片包邮,2021-10-10 16:00:00,241,1769,0.1362351611079706,2,5,138,103,5,4
贵州大方六龙手撕豆干100片包邮,2021-10-11 16:00:00,171,950,0.18,1,3,171,0,3,3
贵州大方六龙手撕豆干100片包邮,2021-10-12 16:00:00,276,1651,0.16717141126589946,1,4,142,134,4,4
贵州大方六龙手撕豆干100片包邮,2021-10-13 16:00:00,200,1224,0.16339869281045752,1,3,200,0,3,3
贵州大方六龙手撕豆干100片包邮,2021-10-14 16:00:00,250,1385,0.18050541516245489,1,3,79,171,3,3
贵州大方六龙手撕豆干100片包邮,2021-10-15 16:00:00,289,2368,0.12204391891891893,0,6,225,64,5,4
贵州大方六龙手撕豆干100片包邮,2021-10-16 16:00:00,315,2239,0.14068780705672174,1,5,288,27,6,4
贵州大方六龙手撕豆干100片包邮,2021-10-17 16:00:00,380,2575,0.14757281553398058,1,6,281,99,5,4
贵州大方六龙手撕豆干100片包邮,2021-10-18 16:00:00,209,1823,0.11464618760285245,1,4,178,31,5,4
贵州大方六龙手撕豆干100片包邮,2021-10-19 16:00:00,316,1960,0.16122448979591836,2,4,223,93,5,4
贵州大方六龙手撕豆干100片包邮,2021-10-20 16:00:00,331,2085,0.15875299760191847,0,6,225,106,5,4
贵州大方六龙手撕豆干100片包邮,2021-10-21 16:00:00,393,2661,0.14768883878241262,0,9,208,185,4,4
贵州大方六龙手撕豆干100片包邮,2021-10-22 16:00:00,430,4217,0.10196822385582167,0,5,306,124,4,3
贵州大方六龙手撕豆干100片包邮,2021-10-23 16:00:00,320,2839,0.11271574498062698,1,4,198,122,4,3
贵州大方六龙手撕豆干100片包邮,2021-10-24 16:00:00,381,2969,0.12832603570225665,1,5,342,39,4,4
贵州大方六龙手撕豆干100片包邮,2021-10-25 16:00:00,840,7614,0.11032308904649332,1,4,451,389,5,4
贵州大方六龙手撕豆干100片包邮,2021-10-26 16:00:00,457,3062,0.14924885695623774,2,4,351,106,4,3
贵州大方六龙手撕豆干100片包邮,2021-10-27 16:00:00,1398,6424,0.2176214196762142,1,6,486,912,1,4
贵州大方六龙手撕豆干100片包邮,2021-10-28 16:00:00,82,870,0.0942528735632184,1,5,82,0,1,3
贵州大方六龙手撕豆干100片包邮,2021-10-29 16:00:00,475,2056,0.2310311284046693,2,7,227,248,5,4
贵州大方六龙手撕豆干100片包邮,2021-10-30 16:00:00,1356,4852,0.27947238252267104,1,10,434,922,5,6
贵州大方六龙手撕豆干100片包邮,2021-10-31 16:00:00,849,4252,0.19967074317968012,1,9,493,356,5,5
贵州大方六龙手撕豆干100片包邮,2021-11-01 16:00:00,460,2703,0.1701812800591935,1,8,387,73,3,5
贵州大方六龙手撕豆干100片包邮,2021-11-02 16:00:00,1201,8957,0.1340850731271631,1,12,639,562,5,5
贵州大方六龙手撕豆干100片包邮,2021-11-03 16:00:00,1201,7414,0.16199082816293495,1,10,739,462,1,5
贵州大方六龙手撕豆干100片包邮,2021-11-04 16:00:00,816,1683,0.4848484848484849,1,9,253,563,3,5
贵州大方六龙手撕豆干100片包邮,2021-11-05 16:00:00,260,1265,0.20553359683794467,1,7,260,0,2,4
贵州大方六龙手撕豆干100片包邮,2021-11-06 16:00:00,1390,10306,0.13487288957888607,4,12,802,588,4,6
贵州大方六龙手撕豆干100片包邮,2021-11-07 16:00:00,1724,10123,0.17030524548058876,3,7,682,1042,3,5
贵州大方六龙手撕豆干100片包邮,2021-11-08 16:00:00,585,0,0.0,2,10,229,356,0,5
贵州大方六龙手撕豆干100片包邮,2021-11-09 16:00:00,391,1276,0.3064263322884013,5,9,43,348,5,4
贵州大方六龙手撕豆干100片包邮,2021-11-10 16:00:00,1171,10445,0.11211105792245094,6,6,925,246,6,4
贵州大方六龙手撕豆干100片包邮,2021-11-11 16:00:00,737,2924,0.2520519835841313,6,12,253,484,6,5
贵州大方六龙手撕豆干100片包邮,2021-11-12 16:00:00,261,2446,0.10670482420278003,6,9,261,0,7,6
贵州大方六龙手撕豆干100片包邮,2021-11-13 16:00:00,269,3151,0.0853697238971755,7,8,269,0,6,5
贵州大方六龙手撕豆干100片包邮,2021-11-14 16:00:00,410,2412,0.16998341625207294,9,11,410,0,10,7
贵州大方六龙手撕豆干100片包邮,2021-11-15 16:00:00,3046,33177,0.09181059167495556,2,15,1324,1722,7,7
贵州大方六龙手撕豆干100片包邮,2021-11-16 16:00:00,613,2503,0.24490611266480225,2,7,23,590,5,3
贵州大方六龙手撕豆干100片包邮,2021-11-17 16:00:00,1110,0,0.0,1,9,800,310,0,5
贵州大方六龙手撕豆干100片包邮,2021-11-18 16:00:00,1327,4201,0.3158771721018805,3,11,32,1295,3,5
贵州大方六龙手撕豆干100片包邮,2021-11-19 16:00:00,1704,16002,0.10648668916385452,4,13,1007,697,6,5
贵州大方六龙手撕豆干100片包邮,2021-11-20 16:00:00,966,7321,0.1319491872694987,4,10,382,584,6,5
贵州大方六龙手撕豆干100片包邮,2021-11-21 16:00:00,1240,2854,0.4344779257182901,6,10,482,758,6,5
贵州大方六龙手撕豆干100片包邮,2021-11-22 16:00:00,1762,16150,0.10910216718266254,2,7,1368,394,3,4
贵州大方六龙手撕豆干100片包邮,2021-11-23 16:00:00,1156,8501,0.13598400188213153,2,8,732,424,5,4
贵州大方六龙手撕豆干100片包邮,2021-11-24 16:00:00,1193,9269,0.12870859855432085,3,9,801,392,4,5
贵州大方六龙手撕豆干100片包邮,2021-11-25 16:00:00,740,5258,0.1407379231647014,4,8,532,208,5,4
