商品id,时间,总销量,浏览量,抖音转化率,视频个数,直播个数,直播销量,视频销量,视频达人,直播达人
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-08 16:00:00,80,356,0.2247191011235955,0,3,80,0,1,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-09 16:00:00,35,0,0.0,0,2,35,0,0,2
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-10 16:00:00,0,0,0.0,0,0,0,0,0,0
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-11 16:00:00,0,0,0.0,0,2,0,0,0,1
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-12 16:00:00,0,0,0.0,0,4,0,0,0,2
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-13 16:00:00,0,127,0.0,0,3,0,0,0,2
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-14 16:00:00,0,108,0.0,0,2,0,0,1,1
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-15 16:00:00,5,0,0.0,0,4,5,0,0,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-16 16:00:00,2438,0,0.0,0,2,2438,0,0,2
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-17 16:00:00,484,0,0.0,0,1,484,0,0,1
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-18 16:00:00,2341,0,0.0,0,5,2341,0,0,5
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-19 16:00:00,230,0,0.0,0,6,230,0,0,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-20 16:00:00,135,0,0.0,0,3,135,0,0,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-21 16:00:00,1666,0,0.0,1,4,1666,0,0,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-22 16:00:00,5452,0,0.0,0,5,5452,0,0,4
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-23 16:00:00,799,0,0.0,0,5,799,0,0,5
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-24 16:00:00,50,0,0.0,0,1,50,0,0,1
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-25 16:00:00,3576,0,0.0,0,4,3576,0,0,4
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-26 16:00:00,370,0,0.0,0,3,370,0,0,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-27 16:00:00,5004,0,0.0,0,8,5004,0,0,4
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-28 16:00:00,555,0,0.0,0,5,555,0,0,5
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-29 16:00:00,40,0,0.0,0,4,40,0,0,4
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-30 16:00:00,1506,0,0.0,0,6,1506,0,0,5
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-07-31 16:00:00,156,0,0.0,0,1,156,0,0,1
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-01 16:00:00,426,0,0.0,0,3,426,0,0,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-02 16:00:00,282,0,0.0,0,5,282,0,0,4
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-03 16:00:00,60,0,0.0,0,5,60,0,0,4
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-04 16:00:00,38,0,0.0,0,5,38,0,0,4
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-05 16:00:00,45,0,0.0,0,6,45,0,0,5
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-06 16:00:00,255,0,0.0,0,7,255,0,0,5
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-07 16:00:00,165,0,0.0,0,3,165,0,0,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-08 16:00:00,53,0,0.0,0,3,53,0,0,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-09 16:00:00,65,0,0.0,0,4,65,0,0,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-10 16:00:00,15,0,0.0,0,1,15,0,0,1
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-11 16:00:00,154,0,0.0,0,6,154,0,0,4
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-12 16:00:00,244,0,0.0,0,8,244,0,0,4
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-13 16:00:00,10,221,0.045248868778280535,0,6,10,0,0,3
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-14 16:00:00,30,0,0.0,0,1,30,0,0,1
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-15 16:00:00,5,280,0.017857142857142856,0,5,5,0,2,5
【保税】Genyadana HAMADAYA滨田 饼干条 80g/盒 （2个x2袋）,2021-08-16 16:00:00,61,731,0.08344733242134063,0,3,61,0,1,3
