商品id,时间,总销量,浏览量,抖音转化率,视频个数,直播个数,直播销量,视频销量,视频达人,直播达人
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-08 16:00:00,0,0,0.0,0,0,0,0,0,0
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-09 16:00:00,0,0,0.0,0,0,0,0,0,0
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-10 16:00:00,0,0,0.0,0,0,0,0,0,0
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-11 16:00:00,0,0,0.0,0,0,0,0,0,0
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-12 16:00:00,4,33,0.12121212121212123,0,2,4,0,2,2
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-13 16:00:00,1,24,0.04166666666666666,0,1,1,0,1,1
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-14 16:00:00,7,149,0.04697986577181208,0,3,7,0,1,3
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-15 16:00:00,20,0,0.0,0,3,20,0,0,3
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-16 16:00:00,10,0,0.0,1,3,10,0,0,3
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-17 16:00:00,16,0,0.0,0,2,14,2,0,2
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-18 16:00:00,3,0,0.0,0,2,1,2,0,2
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-19 16:00:00,5,0,0.0,0,3,5,0,0,3
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-20 16:00:00,21,0,0.0,0,2,21,0,0,2
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-21 16:00:00,7,0,0.0,0,4,7,0,0,3
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-22 16:00:00,3,0,0.0,0,4,3,0,0,3
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-23 16:00:00,35,144,0.24305555555555555,0,4,35,0,2,3
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-24 16:00:00,12,0,0.0,0,4,12,0,0,4
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-25 16:00:00,26,0,0.0,0,5,24,2,0,4
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-26 16:00:00,3041,0,0.0,0,5,3041,0,0,5
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-27 16:00:00,0,0,0.0,0,1,0,0,0,1
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-28 16:00:00,0,0,0.0,0,4,0,0,0,4
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-29 16:00:00,0,0,0.0,0,0,0,0,0,0
鱿鱼仔带籽鱿鱼开袋即食海味小零食独立包装海鲜熟食小吃食品500g,2021-07-30 16:00:00,0,0,0.0,0,1,0,0,0,1
