session_id,rank,pm
0,1,51.053589764441334
0,2,50.74293433188233
0,3,50.43362348505098
0,4,50.12604682753547
0,5,49.820688317348456
0,6,49.51821236599256
0,7,49.219370292702116
0,8,48.92538173245235
0,9,48.637192910157474
0,10,48.35754920280798
0,11,48.086227379187925
0,12,47.83216041692096
1,1,57.66597304896131
1,2,58.503770362086215
1,3,59.353739573139265
1,4,60.2160575209535
1,5,61.09090361355642
1,6,61.97845986549643
1,7,62.87891093571154
1,8,63.79244416594822
1,9,64.71924961973852
1,10,65.65952012194334
1,11,66.61345129887032
1,12,67.58124161897445
2,1,53.820059510303714
2,2,53.84260750041642
2,3,53.865156628533484
2,4,53.88768166336897
2,5,53.91026174503945
2,6,53.932826944927534
2,7,53.95514577997722
2,8,53.97816430523915
2,9,54.000684741615906
2,10,54.02085478248838
2,11,54.04953729967213
2,12,54.0688226380262
3,1,51.84620614136415
3,2,51.84623651703855
3,3,51.846266892730746
3,4,51.84629726844074
3,5,51.84632764416853
3,6,51.84635801991412
3,7,51.84638839567751
3,8,51.84641877145869
3,9,51.846449147257665
3,10,51.846479523074436
3,11,51.846509898909005
3,12,51.846540274761374
4,1,16.04046303086856
4,2,17.276641910360695
4,3,18.608088502459488
4,4,20.042144735761088
4,5,21.586718354015975
4,6,23.250326521400336
4,7,25.04214278828367
4,8,26.972047676473572
4,9,29.050683162877373
4,10,31.289511362017105
4,11,33.70087773098784
4,12,36.298079145387305
5,1,30.546052983521626
5,2,30.560403912456664
5,3,30.57383067760067
5,4,30.586978738574874
5,5,30.601355131942316
5,6,30.616090732953538
5,7,30.628117944721225
5,8,30.641890508408704
5,9,30.65707633341932
5,10,30.67223554260003
5,11,30.680124744177988
5,12,30.699418759650598
6,1,28.38631854713666
6,2,28.38637725580864
6,3,28.3864357960703
6,4,28.386494859373684
6,5,28.386552300278453
6,6,28.386614775666025
6,7,28.386661630536423
6,8,28.386756953311377
6,9,28.386701890163522
6,10,28.38711344559374
6,11,28.386077175413725
6,12,28.389533225189574
7,1,40.84104220541182
7,2,40.73689864963573
7,3,40.632755093859636
7,4,40.528611538083545
7,5,40.424467982307455
7,6,40.320324426531364
7,7,40.216180870755274
7,8,40.11203731497918
7,9,40.00789375920309
7,10,39.903750203427
7,11,39.79960664765091
7,12,39.69546309187482
8,1,32.59925350264007
8,2,33.596497568918
8,3,34.6242483376775
8,4,35.683439039737166
8,5,36.7750314543882
8,6,37.90001678272103
8,7,39.059416547667844
8,8,40.25428352157831
8,9,41.48570268217082
8,10,42.7547921977272
8,11,44.06270444242557
8,12,45.410627042733225
9,1,47.67912420283898
9,2,47.67708832013859
9,3,47.6750524374382
9,4,47.673016554737806
9,5,47.670980672037416
9,6,47.668944789337026
9,7,47.666908906636635
9,8,47.664873023936245
9,9,47.662837141235855
9,10,47.660801258535464
9,11,47.658765375835074
9,12,47.656729493134684
10,1,34.184758986114325
10,2,34.19129023466679
10,3,34.19781232632288
10,4,34.20431224475892
10,5,34.21090412486188
10,6,34.21738925158149
10,7,34.223695930776415
10,8,34.230893658809485
10,9,34.23689082780394
10,10,34.24153483707693
10,11,34.25472119154877
10,12,34.25476521267906
11,1,32.62189707184455
11,2,32.6254209221847
11,3,32.628944772524854
11,4,32.632468622865005
11,5,32.63599247320516
11,6,32.63951632354531
11,7,32.64304017388546
11,8,32.64656402422561
11,9,32.65008787456576
11,10,32.653611724905915
11,11,32.657135575246066
11,12,32.66065942558622
12,1,31.458432402464584
12,2,31.32840686445322
12,3,31.198381326441858
12,4,31.068355788430495
12,5,30.93833025041913
12,6,30.808304712407768
12,7,30.678279174396405
12,8,30.54825363638504
12,9,30.418228098373678
12,10,30.288202560362315
12,11,30.15817702235095
12,12,30.02815148433959
13,1,87.22321154089659
13,2,87.17998904748319
13,3,87.13946623376309
13,4,87.09805312723732
13,5,87.06209393290649
13,6,87.02048987056142
13,7,86.98205545242303
13,8,86.94770820793626
13,9,86.90916420452079
13,10,86.8814775314976
13,11,86.8429264893854
13,12,86.81818876837202
14,1,59.1674848156777
14,2,59.12127487270689
14,3,59.07509119055334
14,4,59.0288795120716
14,5,58.9826133393
14,6,58.93655582143154
14,7,58.89034261804884
14,8,58.843577257997865
14,9,58.79841692004536
14,10,58.75258801245357
14,11,58.701567454877775
14,12,58.66247437837942
15,1,47.595633763612206
15,2,47.59676457939057
15,3,47.59789542203578
15,4,47.599026291548476
15,5,47.600157187929284
15,6,47.601288111178846
15,7,47.6024190612978
15,8,47.60355003828679
15,9,47.60468104214645
15,10,47.60581207287743
15,11,47.606943130480346
15,12,47.60807421495585
16,1,74.5080200340745
16,2,74.40307591525153
16,3,74.29813825924286
16,4,74.19318720096278
16,5,74.08823763200628
16,6,73.98335817152844
16,7,73.87827536411729
16,8,73.77337000029644
16,9,73.66909746001579
16,10,73.56208082402487
16,11,73.4591943213451
16,12,73.36001779583536
17,1,11.953980051749335
17,2,13.977088749304398
17,3,16.34259125916334
17,4,19.10843480029944
17,5,22.342373661983626
17,6,26.123628966401636
17,7,30.54482933187275
17,8,35.71427997668989
17,9,41.75861584934214
17,10,48.82590377829445
17,11,57.0892696340371
17,12,66.75113935723317
18,1,74.53173636752203
18,2,74.53173636752203
18,3,74.53173636752203
18,4,74.53173636752203
18,5,74.53173636752203
18,6,74.53173636752203
18,7,74.53173636752203
