session_id,rank,pm
0,1,50.2447374680119
0,2,50.04312858881486
0,3,49.83694447913506
0,4,49.631881159208504
0,5,49.42002647584422
0,6,49.209071077143165
0,7,48.99278898159973
0,8,48.72785316580801
0,9,48.46612613033259
0,10,48.24301859318953
0,11,48.032346127249745
0,12,47.821336219240294
1,1,68.60630025597848
1,2,68.6172626852406
1,3,68.64417557606893
1,4,68.62113357738816
1,5,68.64718518467456
1,6,68.63388775531313
1,7,68.63695087044796
1,8,68.62908544144885
1,9,68.62065571822528
1,10,68.61217410045754
1,11,68.605366277186
1,12,68.57136161570729
2,1,53.7923610308346
2,2,53.815517860027484
2,3,53.83906305795047
2,4,53.863832479042905
2,5,53.88380261697913
2,6,53.908177982529956
2,7,53.93196965967283
2,8,53.95793537387943
2,9,53.98137658597795
2,10,54.00711259197573
2,11,54.03058904840735
2,12,54.05340320475596
3,1,51.85163389973022
3,2,51.861094357706286
3,3,51.85229976017215
3,4,51.86121413030709
3,5,51.858492660086746
3,6,51.860787200494414
3,7,51.86161102908991
3,8,51.86197255455741
3,9,51.86194775693971
3,10,51.867322433282304
3,11,51.85847845137085
3,12,51.84762869576665
4,1,39.219338430591854
4,2,39.20863607414969
4,3,39.19849631330975
4,4,39.1869610972777
4,5,39.176170842514765
4,6,39.16673742275746
4,7,39.15536330633461
4,8,39.14544765440482
4,9,39.13517815669346
4,10,39.12580496008523
4,11,39.116884830095216
4,12,39.10709680169267
5,1,30.54160142877432
5,2,30.55582139969228
5,3,30.570400660182873
5,4,30.58442402978042
5,5,30.5986277989992
5,6,30.6129955390608
5,7,30.627978146924484
5,8,30.642847906311257
5,9,30.656611191595353
5,10,30.670669858236547
5,11,30.683854896272468
5,12,30.699021175940203
6,1,28.359773034676653
6,2,28.362240650496556
6,3,28.364742741137764
6,4,28.367086053446307
6,5,28.369254568289318
6,6,28.371724566720058
6,7,28.37406676785714
6,8,28.375906796431558
6,9,28.37805615952133
6,10,28.379707812145348
6,11,28.380268272751003
6,12,28.386866476665848
7,1,13.226785975213353
7,2,18.57222085373721
7,3,23.31739579360136
7,4,27.462310794805795
7,5,31.006965857350515
7,6,33.95136098123552
7,7,36.2954961664608
7,8,38.039371413026366
7,9,39.182986720932206
7,10,39.72634208874717
7,11,39.669437508342085
7,12,39.55414928128959
8,1,46.84766504505306
8,2,46.84766504505306
8,3,46.816117251669496
8,4,46.818341286704865
8,5,46.82850796265483
8,6,46.82607135694988
8,7,46.839253543280954
8,8,46.8267700111469
8,9,46.82995928028707
8,10,46.80849828909357
8,11,46.80643094402341
8,12,46.80108757249847
9,1,47.63478728077908
9,2,47.634897851970806
9,3,47.63491397449519
9,4,47.634531637212106
9,5,47.635034946954285
9,6,47.63514365691017
9,7,47.63558603859115
9,8,47.63485300681355
9,9,47.635406287308044
9,10,47.61907997855334
9,11,47.64736687567349
9,12,47.59343995497635
10,1,34.15038683921053
10,2,34.15453880399532
10,3,34.16073863719932
10,4,34.17248664648314
10,5,34.18201296346956
10,6,34.18829854844536
10,7,34.197654375750005
10,8,34.20258905949162
10,9,34.20947635226957
10,10,34.214339262108005
10,11,34.22307978178714
10,12,34.228852377320464
11,1,32.68059133626554
11,2,32.67510620794088
11,3,32.674591756306654
11,4,32.6811351484091
11,5,32.67138531598479
11,6,32.66505162650748
11,7,32.65063459077851
11,8,32.650603319578664
11,9,32.65909874112934
11,10,32.66125826883038
11,11,32.661758715217296
11,12,32.66295304915106
12,1,31.22820400086184
12,2,31.118671710611448
12,3,31.00961441806725
12,4,30.896301306486297
12,5,30.788840067240567
12,6,30.679660643400098
12,7,30.56874293011932
12,8,30.461802926560402
12,9,30.35532194340755
12,10,30.244709991726413
12,11,30.141499164767627
12,12,30.03138193205065
13,1,87.30008935040306
13,2,87.21994784162987
13,3,87.23137024531195
13,4,87.19618850876888
13,5,87.15118623050289
13,6,87.10843802150973
13,7,87.06361307105367
13,8,87.02635291589854
13,9,86.98392081207446
13,10,86.94065690866073
13,11,86.89262500050052
13,12,86.85101026554393
14,1,53.92546270575453
14,2,56.51296758095734
14,3,58.22198350452853
14,4,59.052510476468115
14,5,59.00454849769899
14,6,58.94943410484203
14,7,58.904192732685985
14,8,58.842281704670214
14,9,58.80720130180447
14,10,58.76638403630432
14,11,58.69033106599911
14,12,58.66789547314519
15,1,30.286929830846027
15,2,36.122083358767355
15,3,40.78602829772711
15,4,44.27876464772528
15,5,46.60029240876188
15,6,47.75061158083691
15,7,47.72972216446108
15,8,47.70873664105477
15,9,47.691386900107304
15,10,47.669638097931056
15,11,47.65094550888561
15,12,47.62823840165663
16,1,74.61288228807898
16,2,74.50119597635499
16,3,74.38839622577686
16,4,74.27306111240871
16,5,74.15738919341267
16,6,74.0449185484901
16,7,73.93068603805703
16,8,73.81517237714968
16,9,73.69792140800716
16,10,73.57992433206378
16,11,73.46254085692073
16,12,73.3433525526776
17,1,79.61629545598348
17,2,79.49083512201001
17,3,79.37769111978483
17,4,79.25480009771657
17,5,79.12962861727057
17,6,78.98883089610305
17,7,78.864105935479
17,8,78.71913848661288
17,9,78.58843835290578
17,10,78.40979144257224
17,11,78.29164707051848
17,12,78.1152660909964
18,1,74.50180670293594
18,2,74.37088079357038
18,3,74.51852125230158
18,4,74.24521328695573
18,5,74.36933510694355
18,6,74.27321738482553
18,7,74.40259860258274
18,8,73.84550017639928
18,9,74.54993168242294
18,10,74.1115363039647
18,11,73.96414058524256
18,12,73.61903463526393
19,1,45.91651535229427
19,2,45.82640572697137
19,3,45.865534014965334
19,4,45.8980914471276
19,5,45.93410181310669
19,6,45.81534297694432
19,7,45.97478422284379
19,8,45.96534048855629
19,9,45.98015228376002
19,10,46.0017248483352
19,11,46.02230999095299
19,12,46.050733459885436
20,1,45.09061471870954
20,2,45.13893080468997
20,3,45.142038941714176
20,4,45.15599762330944
20,5,45.16114601470598
20,6,45.1340798138571
20,7,45.233080630374936
20,8,45.08573814314052
20,9,45.20374742043325
20,10,45.08336782073483
20,11,45.17653741022102
