session_id,rank,pm
0,1,45.00051561961278
0,2,45.00051561961278
0,3,45.00051561961278
0,4,45.00051561961278
0,5,45.00051561961278
0,6,45.00051561961278
0,7,45.00051561961278
0,8,45.00051561961278
0,9,45.00051561961278
0,10,45.00051561961278
0,11,45.00051561961278
0,12,45.00051561961278
1,1,68.52475408770499
1,2,68.52475408770499
1,3,68.52475408770499
1,4,68.52475408770499
1,5,68.52475408770499
1,6,68.52475408770499
1,7,68.52475408770499
1,8,68.52475408770499
1,9,68.52475408770499
1,10,68.52475408770499
1,11,68.52475408770499
1,12,68.52475408770499
2,1,54.32181151692612
2,2,54.32181151692612
2,3,54.32181151692612
2,4,54.32181151692612
2,5,54.32181151692612
2,6,54.32181151692612
2,7,54.32181151692612
2,8,54.32181151692612
2,9,54.32181151692612
2,10,54.32181151692612
2,11,54.32181151692612
2,12,54.32181151692612
3,1,51.863586943163455
3,2,51.863586943163455
3,3,51.863586943163455
3,4,51.863586943163455
3,5,51.863586943163455
3,6,51.863586943163455
3,7,51.863586943163455
3,8,51.863586943163455
3,9,51.863586943163455
3,10,51.863586943163455
3,11,51.863586943163455
3,12,51.863586943163455
4,1,38.99193954992496
4,2,38.99193954992496
4,3,38.99193954992496
4,4,38.99193954992496
4,5,38.99193954992496
4,6,38.99193954992496
4,7,38.99193954992496
4,8,38.99193954992496
4,9,38.99193954992496
4,10,38.99193954992496
4,11,38.99193954992496
4,12,38.99193954992496
5,1,30.854156273697825
5,2,30.854156273697825
5,3,30.854156273697825
5,4,30.854156273697825
5,5,30.854156273697825
5,6,30.854156273697825
5,7,30.854156273697825
5,8,30.854156273697825
5,9,30.854156273697825
5,10,30.854156273697825
5,11,30.854156273697825
5,12,30.854156273697825
6,1,28.415606801280692
6,2,28.415606801280692
6,3,28.415606801280692
6,4,28.415606801280692
6,5,28.415606801280692
6,6,28.415606801280692
6,7,28.415606801280692
6,8,28.415606801280692
6,9,28.415606801280692
6,10,28.415606801280692
6,11,28.415606801280692
6,12,28.415606801280692
7,1,38.949898769505324
7,2,38.949898769505324
7,3,38.949898769505324
7,4,38.949898769505324
7,5,38.949898769505324
7,6,38.949898769505324
7,7,38.949898769505324
7,8,38.949898769505324
7,9,38.949898769505324
7,10,38.949898769505324
7,11,38.949898769505324
7,12,38.949898769505324
8,1,46.75217087447612
8,2,46.75217087447612
8,3,46.75217087447612
8,4,46.75217087447612
8,5,46.75217087447612
8,6,46.75217087447612
8,7,46.75217087447612
8,8,46.75217087447612
8,9,46.75217087447612
8,10,46.75217087447612
8,11,46.75217087447612
8,12,46.75217087447612
9,1,47.62989646152413
9,2,47.62989646152413
9,3,47.62989646152413
9,4,47.62989646152413
9,5,47.62989646152413
9,6,47.62989646152413
9,7,47.62989646152413
9,8,47.62989646152413
9,9,47.62989646152413
9,10,47.62989646152413
9,11,47.62989646152413
9,12,47.62989646152413
10,1,34.32504092991085
10,2,34.32504092991085
10,3,34.32504092991085
10,4,34.32504092991085
10,5,34.32504092991085
10,6,34.32504092991085
10,7,34.32504092991085
10,8,34.32504092991085
10,9,34.32504092991085
10,10,34.32504092991085
10,11,34.32504092991085
10,12,34.32504092991085
11,1,32.689436580689105
11,2,32.689436580689105
11,3,32.689436580689105
11,4,32.689436580689105
11,5,32.689436580689105
11,6,32.689436580689105
11,7,32.689436580689105
11,8,32.689436580689105
11,9,32.689436580689105
11,10,32.689436580689105
11,11,32.689436580689105
11,12,32.689436580689105
12,1,28.822697044309667
12,2,28.822697044309667
12,3,28.822697044309667
12,4,28.822697044309667
12,5,28.822697044309667
12,6,28.822697044309667
12,7,28.822697044309667
12,8,28.822697044309667
12,9,28.822697044309667
12,10,28.822697044309667
12,11,28.822697044309667
12,12,28.822697044309667
13,1,86.39206061497853
13,2,86.39206061497853
13,3,86.39206061497853
13,4,86.39206061497853
13,5,86.39206061497853
13,6,86.39206061497853
13,7,86.39206061497853
13,8,86.39206061497853
13,9,86.39206061497853
13,10,86.39206061497853
13,11,86.39206061497853
13,12,86.39206061497853
14,1,58.10613804938396
14,2,58.10613804938396
14,3,58.10613804938396
14,4,58.10613804938396
14,5,58.10613804938396
14,6,58.10613804938396
